HOG	OG	Gene Tree Parent Clade	Acinetobacter_baumannii_17978	Acinetobacter_baumannii_19606	Acinetobacter_baumannii_19606_RS	Acinetobacter_baumannii_AB30	Acinetobacter_baumannii_AB30_RS
N0.HOG0003416	OG0003340	-	A1S_3794	GO593_18760	GO593_RS18760		
N0.HOG0003417	OG0003341	-	A1S_3804	GO593_01215	GO593_RS01215		
N0.HOG0003418	OG0003342	-	A1S_3825			IX87_09770	IX87_RS09545
N0.HOG0003419	OG0003343	-	A1S_3826			IX87_09775	IX87_RS09550
N0.HOG0003420	OG0003344	-	A1S_3863	GO593_03670	GO593_RS03670		
N0.HOG0003421	OG0003345	-	A1S_3869			IX87_14560	IX87_RS14255
N0.HOG0003422	OG0003346	-	A1S_3884	GO593_04865	GO593_RS04865		
N0.HOG0003423	OG0003347	-	A1S_3892	GO593_09885	GO593_RS09885		
N0.HOG0003424	OG0003348	-		GO593_00425	GO593_RS00425		IX87_RS22825
N0.HOG0003425	OG0003349	-		GO593_00635	GO593_RS00635		IX87_RS22000
N0.HOG0003426	OG0003350	-		GO593_00705	GO593_RS00705		IX87_RS23335
N0.HOG0003427	OG0003351	-		GO593_01515	GO593_RS01515		IX87_RS22835
N0.HOG0003428	OG0003352	-		GO593_01715	GO593_RS01715		IX87_RS22840
N0.HOG0003429	OG0003353	-		GO593_02520	GO593_RS02520		IX87_RS22845
N0.HOG0003430	OG0003354	-		GO593_02970	GO593_RS02970		IX87_RS22855
N0.HOG0003431	OG0003355	-		GO593_04945	GO593_RS04945		IX87_RS22890
N0.HOG0003432	OG0003356	-		GO593_06000	GO593_RS06000		IX87_RS22895
N0.HOG0003433	OG0003357	-		GO593_09230	GO593_RS09230		IX87_RS22930
N0.HOG0003434	OG0003358	-		GO593_09455	GO593_RS09455		IX87_RS22935
N0.HOG0003435	OG0003359	-		GO593_11305	GO593_RS11305		IX87_RS22745
N0.HOG0003436	OG0003360	-		GO593_11355	GO593_RS11355		IX87_RS22740
N0.HOG0003437	OG0003361	-		GO593_12140	GO593_RS12140, GO593_RS12235		
N0.HOG0003438	OG0003362	-		GO593_13210	GO593_RS13210		IX87_RS23035
N0.HOG0003439	OG0003363	-		GO593_13290	GO593_RS13290, GO593_RS19325		
N0.HOG0003440	OG0003364	-		GO593_13700	GO593_RS13700		IX87_RS21960
N0.HOG0003441	OG0003365	-		GO593_14245	GO593_RS14245		IX87_RS22780
N0.HOG0003442	OG0003366	-		GO593_14620	GO593_RS14620		IX87_RS22770
N0.HOG0003443	OG0003367	-		GO593_16415	GO593_RS16415		IX87_RS22560
N0.HOG0003444	OG0003368	-		GO593_16445		IX87_19770	IX87_RS22975
N0.HOG0003445	OG0003369	-		GO593_17755	GO593_RS17755		IX87_RS22985
N0.HOG0003446	OG0003370	-		GO593_18935	GO593_RS18935		IX87_RS23405
N0.HOG0003447	OG0003371	-			GO593_RS19040	IX87_11080	IX87_RS23055
N0.HOG0003448	OG0003372	-			GO593_RS19310	IX87_09410	IX87_RS23410
N0.HOG0003449	OG0003373	-				IX87_01985	IX87_RS01910, IX87_RS22955
N0.HOG0003450	OG0003374	-				IX87_05525	IX87_RS04055, IX87_RS05390
N0.HOG0003451	OG0003375	-				IX87_16830, IX87_21865	IX87_RS12945
N0.HOG0003452	OG0003376	-	A1S_0211, A1S_0660				
N0.HOG0003453	OG0003377	-	A1S_0212, A1S_0659				
N0.HOG0003454	OG0003378	-	A1S_0656, A1S_0213				
N0.HOG0003455	OG0003379	-	A1S_1079, A1S_0520				
N0.HOG0003456	OG0003380	-	A1S_0635, A1S_0632				
N0.HOG0003457	OG0003381	-	A1S_0742				IX87_RS17630
N0.HOG0003458	OG0003382	-	A1S_1091, A1S_3133				
N0.HOG0003459	OG0003383	-	A1S_1458, A1S_1201				
N0.HOG0003460	OG0003384	-	A1S_1774	GO593_16660			
N0.HOG0003461	OG0003385	-	A1S_1892, A1S_1848				
N0.HOG0003462	OG0003386	-	A1S_2091	GO593_18220			
N0.HOG0003463	OG0003387	-	A1S_2578, A1S_2382				
N0.HOG0003464	OG0003388	-	A1S_3491, A1S_3557				
N0.HOG0003465	OG0003389	-	A1S_3597, A1S_3595				
N0.HOG0003466	OG0003390	-	A1S_3736, A1S_3598				
N0.HOG0003467	OG0003391	-	A1S_3649				IX87_RS02580
N0.HOG0003468	OG0003392	-	A1S_3859				IX87_RS23245
N0.HOG0003469	OG0003393	-	A1S_3872			IX87_14510	
N0.HOG0003470	OG0003394	-		GO593_00480	GO593_RS00480		
N0.HOG0003471	OG0003395	-		GO593_00485	GO593_RS00485		
N0.HOG0003472	OG0003396	-		GO593_00505	GO593_RS00505		
N0.HOG0003473	OG0003397	-		GO593_00510	GO593_RS00510		
N0.HOG0003474	OG0003398	-		GO593_00515	GO593_RS00515		
N0.HOG0003475	OG0003399	-		GO593_00540	GO593_RS00540		
N0.HOG0003476	OG0003400	-		GO593_00545	GO593_RS00545		
N0.HOG0003477	OG0003401	-		GO593_00550	GO593_RS00550		
N0.HOG0003478	OG0003402	-		GO593_00560	GO593_RS00560		
N0.HOG0003479	OG0003403	-		GO593_00565	GO593_RS00565		
N0.HOG0003480	OG0003404	-		GO593_00570	GO593_RS00570		
N0.HOG0003481	OG0003405	-		GO593_00575	GO593_RS00575		
N0.HOG0003482	OG0003406	-		GO593_00580	GO593_RS00580		
N0.HOG0003483	OG0003407	-		GO593_00585	GO593_RS00585		
N0.HOG0003484	OG0003408	-		GO593_00590	GO593_RS00590		
N0.HOG0003485	OG0003409	-		GO593_00600	GO593_RS00600		
N0.HOG0003486	OG0003410	-		GO593_00610	GO593_RS00610		
N0.HOG0003487	OG0003411	-		GO593_00640	GO593_RS00640		
N0.HOG0003488	OG0003412	-		GO593_00665	GO593_RS00665		
N0.HOG0003489	OG0003413	-		GO593_00670	GO593_RS00670		
N0.HOG0003490	OG0003414	-		GO593_00685	GO593_RS00685		
N0.HOG0003491	OG0003415	-		GO593_00730	GO593_RS00730		
N0.HOG0003492	OG0003416	-		GO593_00735	GO593_RS00735		
N0.HOG0003493	OG0003417	-		GO593_00740	GO593_RS00740		
N0.HOG0003494	OG0003418	-		GO593_00750	GO593_RS00750		
N0.HOG0003495	OG0003419	-		GO593_00755	GO593_RS00755		
N0.HOG0003496	OG0003420	-		GO593_00765	GO593_RS00765		
N0.HOG0003497	OG0003421	-		GO593_01125		IX87_08640	
N0.HOG0003498	OG0003422	-		GO593_01220	GO593_RS01220		
N0.HOG0003499	OG0003423	-		GO593_02130	GO593_RS02130		
N0.HOG0003500	OG0003424	-		GO593_02135	GO593_RS02135		
N0.HOG0003501	OG0003425	-		GO593_02220	GO593_RS02220		
N0.HOG0003502	OG0003426	-		GO593_02225	GO593_RS02225		
N0.HOG0003503	OG0003427	-		GO593_02230	GO593_RS02230		
N0.HOG0003504	OG0003428	-		GO593_02745	GO593_RS02745		
N0.HOG0003505	OG0003429	-		GO593_03440	GO593_RS03440		
N0.HOG0003506	OG0003430	-		GO593_03445	GO593_RS03445		
N0.HOG0003507	OG0003431	-		GO593_03495	GO593_RS03495		
N0.HOG0003508	OG0003432	-		GO593_03560	GO593_RS03560		
N0.HOG0003509	OG0003433	-		GO593_04405	GO593_RS04405		
N0.HOG0003510	OG0003434	-		GO593_04695	GO593_RS04695		
N0.HOG0003511	OG0003435	-		GO593_05080	GO593_RS05080		
N0.HOG0003512	OG0003436	-		GO593_05105	GO593_RS05105		
N0.HOG0003513	OG0003437	-		GO593_05110	GO593_RS05110		
N0.HOG0003514	OG0003438	-		GO593_05620	GO593_RS05620		
N0.HOG0003515	OG0003439	-		GO593_05640	GO593_RS19140		
N0.HOG0003516	OG0003440	-		GO593_05645	GO593_RS05645		
N0.HOG0003517	OG0003441	-		GO593_06150	GO593_RS19145		
N0.HOG0003518	OG0003442	-		GO593_06545	GO593_RS06545		
N0.HOG0003519	OG0003443	-		GO593_06555	GO593_RS06555		
N0.HOG0003520	OG0003444	-		GO593_06560	GO593_RS06560		
N0.HOG0003521	OG0003445	-		GO593_06565	GO593_RS06565		
N0.HOG0003522	OG0003446	-		GO593_06570	GO593_RS06570		
N0.HOG0003523	OG0003447	-		GO593_06575	GO593_RS06575		
N0.HOG0003524	OG0003448	-		GO593_06585	GO593_RS06585		
N0.HOG0003525	OG0003449	-		GO593_06600	GO593_RS06600		
N0.HOG0003526	OG0003450	-		GO593_06610	GO593_RS06610		
N0.HOG0003527	OG0003451	-		GO593_06620	GO593_RS06620		
N0.HOG0003528	OG0003452	-		GO593_06630	GO593_RS06630		
N0.HOG0003529	OG0003453	-		GO593_06645	GO593_RS06645		
N0.HOG0003530	OG0003454	-		GO593_06660	GO593_RS06660		
N0.HOG0003531	OG0003455	-		GO593_06690	GO593_RS06690		
N0.HOG0003532	OG0003456	-		GO593_06695	GO593_RS06695		
N0.HOG0003533	OG0003457	-		GO593_06700	GO593_RS06700		
N0.HOG0003534	OG0003458	-		GO593_06710	GO593_RS06710		
N0.HOG0003535	OG0003459	-		GO593_06715	GO593_RS06715		
N0.HOG0003536	OG0003460	-		GO593_06725	GO593_RS06725		
N0.HOG0003537	OG0003461	-		GO593_06730	GO593_RS06730		
N0.HOG0003538	OG0003462	-		GO593_06735	GO593_RS06735		
N0.HOG0003539	OG0003463	-		GO593_06740	GO593_RS06740		
N0.HOG0003540	OG0003464	-		GO593_06745	GO593_RS06745		
N0.HOG0003541	OG0003465	-		GO593_06750	GO593_RS06750		
N0.HOG0003542	OG0003466	-		GO593_06755	GO593_RS06755		
N0.HOG0003543	OG0003467	-		GO593_06760	GO593_RS06760		
N0.HOG0003544	OG0003468	-		GO593_06765	GO593_RS06765		
N0.HOG0003545	OG0003469	-		GO593_06770	GO593_RS06770		
N0.HOG0003546	OG0003470	-		GO593_06775	GO593_RS06775		
N0.HOG0003547	OG0003471	-		GO593_06780	GO593_RS06780		
N0.HOG0003548	OG0003472	-		GO593_06785	GO593_RS06785		
N0.HOG0003549	OG0003473	-		GO593_06975	GO593_RS06975		
N0.HOG0003550	OG0003474	-		GO593_06980	GO593_RS06980		
N0.HOG0003551	OG0003475	-		GO593_06985	GO593_RS06985		
N0.HOG0003552	OG0003476	-		GO593_07000	GO593_RS07000		
N0.HOG0003553	OG0003477	-		GO593_07005	GO593_RS07005		
N0.HOG0003554	OG0003478	-		GO593_07030	GO593_RS07030		
N0.HOG0003555	OG0003479	-		GO593_08055	GO593_RS08055		
N0.HOG0003556	OG0003480	-		GO593_08820	GO593_RS08820		
N0.HOG0003557	OG0003481	-		GO593_08830	GO593_RS08830		
N0.HOG0003558	OG0003482	-		GO593_08835	GO593_RS08835		
N0.HOG0003559	OG0003483	-		GO593_08840	GO593_RS08840		
N0.HOG0003560	OG0003484	-		GO593_08845	GO593_RS08845		
N0.HOG0003561	OG0003485	-		GO593_08850	GO593_RS08850		
N0.HOG0003562	OG0003486	-		GO593_08855	GO593_RS08855		
N0.HOG0003563	OG0003487	-		GO593_08860	GO593_RS08860		
N0.HOG0003564	OG0003488	-		GO593_09790	GO593_RS09790		
N0.HOG0003565	OG0003489	-		GO593_09795	GO593_RS09795		
N0.HOG0003566	OG0003490	-		GO593_09860	GO593_RS09860		
N0.HOG0003567	OG0003491	-		GO593_09865	GO593_RS09865		
N0.HOG0003568	OG0003492	-		GO593_09870	GO593_RS09870		
N0.HOG0003569	OG0003493	-		GO593_09875	GO593_RS09875		
N0.HOG0003570	OG0003494	-		GO593_09880	GO593_RS09880		
N0.HOG0003571	OG0003495	-		GO593_10745	GO593_RS10745		
N0.HOG0003572	OG0003496	-		GO593_10750	GO593_RS10750		
N0.HOG0003573	OG0003497	-		GO593_10755	GO593_RS10755		
N0.HOG0003574	OG0003498	-		GO593_10765	GO593_RS10765		
N0.HOG0003575	OG0003499	-		GO593_10770	GO593_RS10770		
N0.HOG0003576	OG0003500	-		GO593_10775	GO593_RS10775		
N0.HOG0003577	OG0003501	-		GO593_10780	GO593_RS10780		
N0.HOG0003578	OG0003502	-		GO593_10785	GO593_RS10785		
N0.HOG0003579	OG0003503	-		GO593_10790	GO593_RS10790		
N0.HOG0003580	OG0003504	-		GO593_10795	GO593_RS10795		
N0.HOG0003581	OG0003505	-		GO593_10800	GO593_RS10800		
N0.HOG0003582	OG0003506	-		GO593_10805	GO593_RS10805		
N0.HOG0003583	OG0003507	-		GO593_10815	GO593_RS10815		
N0.HOG0003584	OG0003508	-		GO593_10820	GO593_RS10820		
N0.HOG0003585	OG0003509	-		GO593_10825	GO593_RS10825		
N0.HOG0003586	OG0003510	-		GO593_10830	GO593_RS10830		
N0.HOG0003587	OG0003511	-		GO593_10835	GO593_RS10835		
N0.HOG0003588	OG0003512	-		GO593_10840	GO593_RS10840		
N0.HOG0003589	OG0003513	-		GO593_10845	GO593_RS10845		
N0.HOG0003590	OG0003514	-		GO593_10850	GO593_RS10850		
N0.HOG0003591	OG0003515	-		GO593_10855	GO593_RS10855		
N0.HOG0003592	OG0003516	-		GO593_10860	GO593_RS10860		
N0.HOG0003593	OG0003517	-		GO593_10870	GO593_RS10870		
N0.HOG0003594	OG0003518	-		GO593_10875	GO593_RS10875		
N0.HOG0003595	OG0003519	-		GO593_10880	GO593_RS10880		
N0.HOG0003596	OG0003520	-		GO593_10890	GO593_RS19250		
N0.HOG0003597	OG0003521	-		GO593_10900	GO593_RS10900		
N0.HOG0003598	OG0003522	-		GO593_10940	GO593_RS10940		
N0.HOG0003599	OG0003523	-		GO593_10945	GO593_RS10945		
N0.HOG0003600	OG0003524	-		GO593_10950	GO593_RS10950		
N0.HOG0003601	OG0003525	-		GO593_11565	GO593_RS11565		
N0.HOG0003602	OG0003526	-		GO593_11625	GO593_RS11625		
N0.HOG0003603	OG0003527	-		GO593_11640	GO593_RS11640		
N0.HOG0003604	OG0003528	-		GO593_11670	GO593_RS11670		
N0.HOG0003605	OG0003529	-		GO593_11680	GO593_RS11680		
N0.HOG0003606	OG0003530	-		GO593_11690	GO593_RS11690		
N0.HOG0003607	OG0003531	-		GO593_11695	GO593_RS11695		
N0.HOG0003608	OG0003532	-		GO593_11715	GO593_RS11715		
N0.HOG0003609	OG0003533	-		GO593_11720	GO593_RS11720		
N0.HOG0003610	OG0003534	-		GO593_11745	GO593_RS11745		
N0.HOG0003611	OG0003535	-		GO593_11750	GO593_RS11750		
N0.HOG0003612	OG0003536	-		GO593_11770	GO593_RS11770		
N0.HOG0003613	OG0003537	-		GO593_11775	GO593_RS11775		
N0.HOG0003614	OG0003538	-		GO593_11800	GO593_RS11800		
N0.HOG0003615	OG0003539	-		GO593_11825	GO593_RS11825		
N0.HOG0003616	OG0003540	-		GO593_11830	GO593_RS11830		
N0.HOG0003617	OG0003541	-		GO593_11835	GO593_RS11835		
N0.HOG0003618	OG0003542	-		GO593_11850	GO593_RS11850		
N0.HOG0003619	OG0003543	-		GO593_11885	GO593_RS11885		
N0.HOG0003620	OG0003544	-		GO593_11895	GO593_RS11895		
N0.HOG0003621	OG0003545	-		GO593_12080	GO593_RS12080		
N0.HOG0003622	OG0003546	-		GO593_12090	GO593_RS12090		
N0.HOG0003623	OG0003547	-		GO593_12095	GO593_RS12095		
N0.HOG0003624	OG0003548	-		GO593_12100	GO593_RS12100		
N0.HOG0003625	OG0003549	-		GO593_12105	GO593_RS12105		
N0.HOG0003626	OG0003550	-		GO593_12110	GO593_RS12110		
N0.HOG0003627	OG0003551	-		GO593_12115	GO593_RS12115		
N0.HOG0003628	OG0003552	-		GO593_12120	GO593_RS12120		
N0.HOG0003629	OG0003553	-		GO593_12125	GO593_RS12125		
N0.HOG0003630	OG0003554	-		GO593_12130	GO593_RS12130		
N0.HOG0003631	OG0003555	-		GO593_12150	GO593_RS12150		
N0.HOG0003632	OG0003556	-		GO593_12155	GO593_RS12155		
N0.HOG0003633	OG0003557	-		GO593_12160	GO593_RS12160		
N0.HOG0003634	OG0003558	-		GO593_12170	GO593_RS12170		
N0.HOG0003635	OG0003559	-		GO593_12175	GO593_RS12175		
N0.HOG0003636	OG0003560	-		GO593_12180	GO593_RS12180		
N0.HOG0003637	OG0003561	-		GO593_12185	GO593_RS12185		
N0.HOG0003638	OG0003562	-		GO593_12190	GO593_RS12190		
N0.HOG0003639	OG0003563	-		GO593_12195	GO593_RS12195		
N0.HOG0003640	OG0003564	-		GO593_12210	GO593_RS12210		
N0.HOG0003641	OG0003565	-		GO593_12215	GO593_RS12215		
N0.HOG0003642	OG0003566	-		GO593_12245	GO593_RS12245		
N0.HOG0003643	OG0003567	-		GO593_12255	GO593_RS12255		
N0.HOG0003644	OG0003568	-		GO593_12260	GO593_RS12260		
N0.HOG0003645	OG0003569	-		GO593_12280	GO593_RS12280		
N0.HOG0003646	OG0003570	-		GO593_12285	GO593_RS12285		
N0.HOG0003647	OG0003571	-		GO593_12290	GO593_RS12290		
N0.HOG0003648	OG0003572	-		GO593_12355	GO593_RS12355		
N0.HOG0003649	OG0003573	-		GO593_12360	GO593_RS12360		
N0.HOG0003650	OG0003574	-		GO593_12365	GO593_RS12365		
N0.HOG0003651	OG0003575	-		GO593_12370	GO593_RS12370		
N0.HOG0003652	OG0003576	-		GO593_12615	GO593_RS12615		
N0.HOG0003653	OG0003577	-		GO593_12630	GO593_RS12630		
N0.HOG0003654	OG0003578	-		GO593_12695	GO593_RS12695		
N0.HOG0003655	OG0003579	-		GO593_12705	GO593_RS12705		
N0.HOG0003656	OG0003580	-		GO593_12715	GO593_RS12715		
N0.HOG0003657	OG0003581	-		GO593_12720	GO593_RS12720		
N0.HOG0003658	OG0003582	-		GO593_12850	GO593_RS12850		
N0.HOG0003659	OG0003583	-		GO593_12870	GO593_RS12870		
N0.HOG0003660	OG0003584	-		GO593_13005	GO593_RS13005		
N0.HOG0003661	OG0003585	-		GO593_13175		IX87_04460	
N0.HOG0003662	OG0003586	-		GO593_13245		IX87_04395	
N0.HOG0003663	OG0003587	-		GO593_13260	GO593_RS13260		
N0.HOG0003664	OG0003588	-		GO593_13265	GO593_RS13265		
N0.HOG0003665	OG0003589	-		GO593_13270	GO593_RS13270		
N0.HOG0003666	OG0003590	-		GO593_13275	GO593_RS13275		
N0.HOG0003667	OG0003591	-		GO593_13280	GO593_RS13280		
N0.HOG0003668	OG0003592	-		GO593_13285	GO593_RS13285		
N0.HOG0003669	OG0003593	-		GO593_13295	GO593_RS13295		
N0.HOG0003670	OG0003594	-		GO593_13300	GO593_RS19260		
N0.HOG0003671	OG0003595	-		GO593_13305	GO593_RS13305		
N0.HOG0003672	OG0003596	-		GO593_13310	GO593_RS13310		
N0.HOG0003673	OG0003597	-		GO593_13315	GO593_RS13315		
N0.HOG0003674	OG0003598	-		GO593_13320	GO593_RS13320		
N0.HOG0003675	OG0003599	-		GO593_13325	GO593_RS13325		
N0.HOG0003676	OG0003600	-		GO593_13335	GO593_RS13335		
N0.HOG0003677	OG0003601	-		GO593_13340	GO593_RS13340		
N0.HOG0003678	OG0003602	-		GO593_13350	GO593_RS13350		
N0.HOG0003679	OG0003603	-		GO593_13365	GO593_RS13365		
N0.HOG0003680	OG0003604	-		GO593_13375	GO593_RS13375		
N0.HOG0003681	OG0003605	-		GO593_13400	GO593_RS13400		
N0.HOG0003682	OG0003606	-		GO593_13405	GO593_RS13405		
N0.HOG0003683	OG0003607	-		GO593_13410	GO593_RS13410		
N0.HOG0003684	OG0003608	-		GO593_13415	GO593_RS13415		
N0.HOG0003685	OG0003609	-		GO593_13425	GO593_RS13425		
N0.HOG0003686	OG0003610	-		GO593_13430	GO593_RS13430		
N0.HOG0003687	OG0003611	-		GO593_13435	GO593_RS13435		
N0.HOG0003688	OG0003612	-		GO593_13440	GO593_RS13440		
N0.HOG0003689	OG0003613	-		GO593_13445	GO593_RS13445		
N0.HOG0003690	OG0003614	-		GO593_13450	GO593_RS13450		
N0.HOG0003691	OG0003615	-		GO593_13455	GO593_RS13455		
N0.HOG0003692	OG0003616	-		GO593_13460	GO593_RS13460		
N0.HOG0003693	OG0003617	-		GO593_13465	GO593_RS13465		
N0.HOG0003694	OG0003618	-		GO593_13470	GO593_RS13470		
N0.HOG0003695	OG0003619	-		GO593_13475	GO593_RS13475		
N0.HOG0003696	OG0003620	-		GO593_13480	GO593_RS13480		
N0.HOG0003697	OG0003621	-		GO593_13485	GO593_RS13485		
N0.HOG0003698	OG0003622	-		GO593_13500	GO593_RS13500		
N0.HOG0003699	OG0003623	-		GO593_13515	GO593_RS13515		
N0.HOG0003700	OG0003624	-		GO593_13775	GO593_RS13775		
N0.HOG0003701	OG0003625	-		GO593_13780	GO593_RS13780		
N0.HOG0003702	OG0003626	-		GO593_14135	GO593_RS14135		
N0.HOG0003703	OG0003627	-		GO593_14140	GO593_RS14140		
N0.HOG0003704	OG0003628	-		GO593_14145	GO593_RS14145		
N0.HOG0003705	OG0003629	-		GO593_14150	GO593_RS14150		
N0.HOG0003706	OG0003630	-		GO593_14155	GO593_RS14155		
N0.HOG0003707	OG0003631	-		GO593_14170	GO593_RS14170		
N0.HOG0003708	OG0003632	-		GO593_14180	GO593_RS14180		
N0.HOG0003709	OG0003633	-		GO593_14185	GO593_RS14185		
N0.HOG0003710	OG0003634	-		GO593_14190	GO593_RS14190		
N0.HOG0003711	OG0003635	-		GO593_14195	GO593_RS14195		
N0.HOG0003712	OG0003636	-		GO593_14355	GO593_RS14355		
N0.HOG0003713	OG0003637	-		GO593_14590	GO593_RS14590		
N0.HOG0003714	OG0003638	-		GO593_15110	GO593_RS15110		
N0.HOG0003715	OG0003639	-		GO593_15115	GO593_RS15115		
N0.HOG0003716	OG0003640	-		GO593_15120	GO593_RS15120		
N0.HOG0003717	OG0003641	-		GO593_15125	GO593_RS15125		
N0.HOG0003718	OG0003642	-		GO593_15130	GO593_RS15130		
N0.HOG0003719	OG0003643	-		GO593_15135	GO593_RS15135		
N0.HOG0003720	OG0003644	-		GO593_15140	GO593_RS15140		
N0.HOG0003721	OG0003645	-		GO593_15145	GO593_RS15145		
N0.HOG0003722	OG0003646	-		GO593_15150	GO593_RS15150		
N0.HOG0003723	OG0003647	-		GO593_15155	GO593_RS15155		
N0.HOG0003724	OG0003648	-		GO593_16300	GO593_RS16300		
N0.HOG0003725	OG0003649	-		GO593_16515	GO593_RS16515		
N0.HOG0003726	OG0003650	-		GO593_16570	GO593_RS16570		
N0.HOG0003727	OG0003651	-		GO593_16575	GO593_RS16575		
N0.HOG0003728	OG0003652	-		GO593_16580	GO593_RS16580		
N0.HOG0003729	OG0003653	-		GO593_16585	GO593_RS16585		
N0.HOG0003730	OG0003654	-		GO593_16595	GO593_RS16595		
N0.HOG0003731	OG0003655	-		GO593_16600	GO593_RS16600		
N0.HOG0003732	OG0003656	-		GO593_16665	GO593_RS16665		
N0.HOG0003733	OG0003657	-		GO593_16670	GO593_RS16670		
N0.HOG0003734	OG0003658	-		GO593_16675	GO593_RS16675		
N0.HOG0003735	OG0003659	-		GO593_16685	GO593_RS16685		
N0.HOG0003736	OG0003660	-		GO593_16690	GO593_RS16690		
N0.HOG0003737	OG0003661	-		GO593_16695	GO593_RS16695		
N0.HOG0003738	OG0003662	-		GO593_16700	GO593_RS16700		
N0.HOG0003739	OG0003663	-		GO593_16705	GO593_RS16705		
N0.HOG0003740	OG0003664	-		GO593_16710	GO593_RS16710		
N0.HOG0003741	OG0003665	-		GO593_16715	GO593_RS16715		
N0.HOG0003742	OG0003666	-		GO593_16785	GO593_RS16785		
N0.HOG0003743	OG0003667	-		GO593_16890	GO593_RS16890		
N0.HOG0003744	OG0003668	-		GO593_16895	GO593_RS16895		
N0.HOG0003745	OG0003669	-		GO593_16900	GO593_RS16900		
N0.HOG0003746	OG0003670	-		GO593_18765	GO593_RS18765		
N0.HOG0003747	OG0003671	-		GO593_18770	GO593_RS18770		
N0.HOG0003748	OG0003672	-		GO593_18780	GO593_RS18780		
N0.HOG0003749	OG0003673	-		GO593_18785	GO593_RS18785		
N0.HOG0003750	OG0003674	-		GO593_18790	GO593_RS18790		
N0.HOG0003751	OG0003675	-		GO593_18795	GO593_RS18795		
N0.HOG0003752	OG0003676	-		GO593_18800	GO593_RS18800		
N0.HOG0003753	OG0003677	-		GO593_18805	GO593_RS18805		
N0.HOG0003754	OG0003678	-		GO593_18810	GO593_RS18810		
N0.HOG0003755	OG0003679	-		GO593_18815	GO593_RS18815		
N0.HOG0003756	OG0003680	-		GO593_18830	GO593_RS18830		
N0.HOG0003757	OG0003681	-		GO593_18835	GO593_RS18835		
N0.HOG0003758	OG0003682	-		GO593_18975	GO593_RS19305		
N0.HOG0003759	OG0003683	-		GO593_18990	GO593_RS18990		
N0.HOG0003760	OG0003684	-		GO593_19000	GO593_RS19000		
N0.HOG0003761	OG0003685	-		GO593_19005	GO593_RS19005		
N0.HOG0003762	OG0003686	-		GO593_19010	GO593_RS19010		
N0.HOG0003763	OG0003687	-		GO593_19015	GO593_RS19015		
N0.HOG0003764	OG0003688	-		GO593_19020	GO593_RS19020		
N0.HOG0003765	OG0003689	-			GO593_RS19035		IX87_RS23120
N0.HOG0003766	OG0003690	-			GO593_RS19150		IX87_RS23220
N0.HOG0003767	OG0003691	-			GO593_RS19295		IX87_RS23310
N0.HOG0003768	OG0003692	-			GO593_RS19335		IX87_RS23440
N0.HOG0003769	OG0003693	-				IX87_00020	IX87_RS00020
N0.HOG0003770	OG0003694	-				IX87_00105	IX87_RS00105
N0.HOG0003771	OG0003695	-				IX87_00125	IX87_RS00120
N0.HOG0003772	OG0003696	-				IX87_00130	IX87_RS00125
N0.HOG0003773	OG0003697	-				IX87_00150	IX87_RS00145
N0.HOG0003774	OG0003698	-				IX87_00155	IX87_RS00150
N0.HOG0003775	OG0003699	-				IX87_00160	IX87_RS23230
N0.HOG0003776	OG0003700	-				IX87_00170	IX87_RS00165
N0.HOG0003777	OG0003701	-				IX87_00175	IX87_RS00170
N0.HOG0003778	OG0003702	-				IX87_00190	IX87_RS00180
N0.HOG0003779	OG0003703	-				IX87_00195	IX87_RS00185
N0.HOG0003780	OG0003704	-				IX87_00200	IX87_RS00190
N0.HOG0003781	OG0003705	-				IX87_00235	IX87_RS00220
N0.HOG0003782	OG0003706	-				IX87_00240	IX87_RS00225
N0.HOG0003783	OG0003707	-				IX87_00285	IX87_RS00270
N0.HOG0003784	OG0003708	-				IX87_00290	IX87_RS00275
N0.HOG0003785	OG0003709	-				IX87_00950	IX87_RS00910
N0.HOG0003786	OG0003710	-				IX87_00955	IX87_RS00915
N0.HOG0003787	OG0003711	-				IX87_00960	IX87_RS00920
N0.HOG0003788	OG0003712	-				IX87_00965	IX87_RS00925
N0.HOG0003789	OG0003713	-				IX87_00970	IX87_RS00930
N0.HOG0003790	OG0003714	-				IX87_00975	IX87_RS00935
N0.HOG0003791	OG0003715	-				IX87_00980	IX87_RS00940
N0.HOG0003792	OG0003716	-				IX87_00985	IX87_RS00945
N0.HOG0003793	OG0003717	-				IX87_01010	IX87_RS00970
N0.HOG0003794	OG0003718	-				IX87_01015	IX87_RS00975
N0.HOG0003795	OG0003719	-				IX87_01020	IX87_RS00980
N0.HOG0003796	OG0003720	-				IX87_01040	IX87_RS01000
N0.HOG0003797	OG0003721	-				IX87_01045	IX87_RS01005
N0.HOG0003798	OG0003722	-				IX87_01050	IX87_RS01010
N0.HOG0003799	OG0003723	-				IX87_01060	IX87_RS01020
N0.HOG0003800	OG0003724	-				IX87_01065	IX87_RS01025
N0.HOG0003801	OG0003725	-				IX87_01085	IX87_RS01045
N0.HOG0003802	OG0003726	-				IX87_01090	IX87_RS01050
N0.HOG0003803	OG0003727	-				IX87_01100	IX87_RS01060
N0.HOG0003804	OG0003728	-				IX87_01105	IX87_RS01065
N0.HOG0003805	OG0003729	-				IX87_01115	IX87_RS01075
N0.HOG0003806	OG0003730	-				IX87_01135	IX87_RS01095
