HOG	OG	Gene Tree Parent Clade	Acinetobacter_baumannii_19606	Acinetobacter_baumannii_AB030	Acinetobacter_baumannii_AB5075_UW	Acinetobacter_baumannii_ATCC_17978	Escherichia_coli_BW25113	Escherichia_coli_MG1655	Pseudomonas_aeruginosa_PAO1
N0.HOG0004071	OG0004001	-					BW25113_4468	b4468	PA5354
N0.HOG0004072	OG0004002	-					BW25113_4472	b4472	PA4476
N0.HOG0004073	OG0004003	-					BW25113_4483	b4483	PA2866
N0.HOG0004074	OG0004004	-					BW25113_4506	b4506	PA3600
N0.HOG0004075	OG0004005	-					BW25113_4511	b4511	PA2412
N0.HOG0004076	OG0004006	-					BW25113_4544	b4544	PA3557
N0.HOG0004077	OG0004007	-					BW25113_4546	b4546	PA3612
N0.HOG0004078	OG0004008	-					BW25113_4550	b4550	PA3990
N0.HOG0004079	OG0004009	-							PA2462, PA2460, PA0041
N0.HOG0004080	OG0004010	-							PA1661, PA2370, PA0089
N0.HOG0004081	OG0004011	-							PA1485, PA0220, PA4072
N0.HOG0004082	OG0004012	-							PA1409, PA3774, PA0321
N0.HOG0004083	OG0004013	-							PA0758, PA5346, PA0356
N0.HOG0004084	OG0004014	-							PA4737, PA0713, PA4736
N0.HOG0004085	OG0004015	-							PA2958, PA2394, PA0813
N0.HOG0004086	OG0004016	-							PA1362, PA2422, PA0819
N0.HOG0004087	OG0004017	-							PA3904, PA0824, PA1508
N0.HOG0004088	OG0004018	-							PA5167, PA0884, PA4616
N0.HOG0004089	OG0004019	-							PA0979, PA0983, PA1937
N0.HOG0004090	OG0004020	-							PA3866, PA1150, PA0985
N0.HOG0004091	OG0004021	-							PA0986, PA3144, PA3143
N0.HOG0004092	OG0004022	-							PA1002, PA1903, PA4214
N0.HOG0004093	OG0004023	-							PA4591, PA3405, PA1247
N0.HOG0004094	OG0004024	-							PA3404, PA4144, PA1248
N0.HOG0004095	OG0004025	-							PA1396, PA1992, PA1976
N0.HOG0004096	OG0004026	-							PA2843, PA1901, PA4212
N0.HOG0004097	OG0004027	-							PA2403, PA4219, PA1909
N0.HOG0004098	OG0004028	-							PA2089, PA4035, PA2590
N0.HOG0004099	OG0004029	-							PA2091, PA2589, PA3926
N0.HOG0004100	OG0004030	-							PA2255, PA2304, PA2303
N0.HOG0004101	OG0004031	-							PA2257, PA2482, PA5490
N0.HOG0004102	OG0004032	-							PA3031, PA5526, PA2453
N0.HOG0004103	OG0004033	-							PA3923, PA3082, PA3422
N0.HOG0004104	OG0004034	-							PA3315, PA3382, PA3316
N0.HOG0004105	OG0004035	-							PA3671, PA3395, PA4038
N0.HOG0004106	OG0004036	-							PA5472, PA5270, PA4049
N0.HOG0004107	OG0004037	-							PA5088, PA5087, PA5086
N0.HOG0004108	OG0004038	-							PA5328, PA5300, PA5491
N0.HOG0004109	OG0004039	-	GO593_00425			HKO16_12270			
N0.HOG0004110	OG0004040	-	GO593_00610, GO593_11720						
N0.HOG0004111	OG0004041	-	GO593_00635		ABUW_0766				
N0.HOG0004112	OG0004042	-	GO593_00670		ABUW_0761				
N0.HOG0004113	OG0004043	-	GO593_00705		ABUW_1268				
N0.HOG0004114	OG0004044	-	GO593_00750		ABUW_1397				
N0.HOG0004115	OG0004045	-	GO593_00770		ABUW_1256				
N0.HOG0004116	OG0004046	-	GO593_01225			HKO16_12720			
N0.HOG0004117	OG0004047	-	GO593_01415			HKO16_12985			
N0.HOG0004118	OG0004048	-	GO593_01420			HKO16_12990			
N0.HOG0004119	OG0004049	-	GO593_01690			HKO16_13260			
N0.HOG0004120	OG0004050	-	GO593_01715			HKO16_13285			
N0.HOG0004121	OG0004051	-	GO593_02520			HKO16_14305			
N0.HOG0004122	OG0004052	-	GO593_02720			HKO16_14505			
N0.HOG0004123	OG0004053	-	GO593_02970			HKO16_14755			
N0.HOG0004124	OG0004054	-	GO593_03445						PA1466
N0.HOG0004125	OG0004055	-	GO593_03485	IX87_11360					
N0.HOG0004126	OG0004056	-	GO593_04405						PA2730
N0.HOG0004127	OG0004057	-	GO593_04945			HKO16_16990			
N0.HOG0004128	OG0004058	-	GO593_05080			HKO16_17140			
N0.HOG0004129	OG0004059	-	GO593_05085			HKO16_17145			
N0.HOG0004130	OG0004060	-	GO593_13590, GO593_05225						
N0.HOG0004131	OG0004061	-	GO593_13585, GO593_05230						
N0.HOG0004132	OG0004062	-	GO593_05235, GO593_13580						
N0.HOG0004133	OG0004063	-	GO593_13575, GO593_05240						
N0.HOG0004134	OG0004064	-	GO593_13570, GO593_05245						
N0.HOG0004135	OG0004065	-	GO593_13565, GO593_05250						
N0.HOG0004136	OG0004066	-	GO593_13560, GO593_05255						
N0.HOG0004137	OG0004067	-	GO593_06000			HKO16_00220			
N0.HOG0004138	OG0004068	-	GO593_06550			HKO16_01075			
N0.HOG0004139	OG0004069	-	GO593_06585			HKO16_17755			
N0.HOG0004140	OG0004070	-	GO593_06590			HKO16_17760			
N0.HOG0004141	OG0004071	-	GO593_06595			HKO16_17765			
N0.HOG0004142	OG0004072	-	GO593_06600			HKO16_17770			
N0.HOG0004143	OG0004073	-	GO593_06605			HKO16_17775			
N0.HOG0004144	OG0004074	-	GO593_06610			HKO16_17780			
N0.HOG0004145	OG0004075	-	GO593_06615			HKO16_17785			
N0.HOG0004146	OG0004076	-	GO593_06620			HKO16_17790			
N0.HOG0004147	OG0004077	-	GO593_06625			HKO16_17795			
N0.HOG0004148	OG0004078	-	GO593_06630			HKO16_17800			
N0.HOG0004149	OG0004079	-	GO593_06635			HKO16_17805			
N0.HOG0004150	OG0004080	-	GO593_06660			HKO16_17830			
N0.HOG0004151	OG0004081	-	GO593_06670			HKO16_17840			
N0.HOG0004152	OG0004082	-	GO593_06875			HKO16_18730			
N0.HOG0004153	OG0004083	-	GO593_06880			HKO16_18725			
N0.HOG0004154	OG0004084	-	GO593_06885			HKO16_18720			
N0.HOG0004155	OG0004085	-	GO593_06895			HKO16_18710			
N0.HOG0004156	OG0004086	-	GO593_06985		ABUW_3805				
N0.HOG0004157	OG0004087	-	GO593_07020			HKO16_18595			
N0.HOG0004158	OG0004088	-	GO593_08565	IX87_16625					
N0.HOG0004159	OG0004089	-	GO593_08570	IX87_16630					
N0.HOG0004160	OG0004090	-	GO593_08855		ABUW_1985				
N0.HOG0004161	OG0004091	-	GO593_09230			HKO16_02855			
N0.HOG0004162	OG0004092	-	GO593_09425			HKO16_03050			
N0.HOG0004163	OG0004093	-	GO593_09455			HKO16_03080			
N0.HOG0004164	OG0004094	-	GO593_09860, GO593_09865						
N0.HOG0004165	OG0004095	-	GO593_09880			HKO16_17175			
N0.HOG0004166	OG0004096	-	GO593_09885			HKO16_17180			
N0.HOG0004167	OG0004097	-	GO593_10755		ABUW_3014				
N0.HOG0004168	OG0004098	-	GO593_10765		ABUW_3012				
N0.HOG0004169	OG0004099	-	GO593_10770		ABUW_3011				
N0.HOG0004170	OG0004100	-	GO593_10780		ABUW_3008				
N0.HOG0004171	OG0004101	-	GO593_10785		ABUW_3007				
N0.HOG0004172	OG0004102	-	GO593_10790		ABUW_3006				
N0.HOG0004173	OG0004103	-	GO593_10795		ABUW_1311				
N0.HOG0004174	OG0004104	-	GO593_10835		ABUW_1091				
N0.HOG0004175	OG0004105	-	GO593_10840		ABUW_1090				
N0.HOG0004176	OG0004106	-	GO593_10855		ABUW_1088				
N0.HOG0004177	OG0004107	-	GO593_10865	IX87_01055					
N0.HOG0004178	OG0004108	-	GO593_10885, GO593_10895						
N0.HOG0004179	OG0004109	-	GO593_10900, GO593_10890						
N0.HOG0004180	OG0004110	-	GO593_11305			HKO16_04770			
N0.HOG0004181	OG0004111	-	GO593_11550, GO593_12610						
N0.HOG0004182	OG0004112	-	GO593_11590	IX87_00250					
N0.HOG0004183	OG0004113	-	GO593_11595	IX87_00245					
N0.HOG0004184	OG0004114	-	GO593_11620	IX87_00215					
N0.HOG0004185	OG0004115	-	GO593_11670		ABUW_1282				
N0.HOG0004186	OG0004116	-	GO593_11695		ABUW_1287				
N0.HOG0004187	OG0004117	-	GO593_11715		ABUW_0774				
N0.HOG0004188	OG0004118	-	GO593_11750		ABUW_0782				
N0.HOG0004189	OG0004119	-	GO593_11825		ABUW_0793				
N0.HOG0004190	OG0004120	-	GO593_12090		ABUW_3340				
N0.HOG0004191	OG0004121	-	GO593_12140, GO593_13325						
N0.HOG0004192	OG0004122	-	GO593_12145, GO593_12240						
N0.HOG0004193	OG0004123	-	GO593_12155		ABUW_3664				
N0.HOG0004194	OG0004124	-	GO593_12275			HKO16_05260			
N0.HOG0004195	OG0004125	-	GO593_12280						PA0045
N0.HOG0004196	OG0004126	-	GO593_12285						PA0046
N0.HOG0004197	OG0004127	-	GO593_12290						PA0047
N0.HOG0004198	OG0004128	-	GO593_12650	IX87_00255					
N0.HOG0004199	OG0004129	-	GO593_12665			HKO16_05625			
N0.HOG0004200	OG0004130	-	GO593_12675			HKO16_05635			
N0.HOG0004201	OG0004131	-	GO593_12705			HKO16_10775			
N0.HOG0004202	OG0004132	-	GO593_12755			HKO16_05715			
N0.HOG0004203	OG0004133	-	GO593_12760			HKO16_05720			
N0.HOG0004204	OG0004134	-	GO593_12780			HKO16_05740			
N0.HOG0004205	OG0004135	-	GO593_12785			HKO16_05745			
N0.HOG0004206	OG0004136	-	GO593_12790			HKO16_05750			
N0.HOG0004207	OG0004137	-	GO593_12795			HKO16_05755			
N0.HOG0004208	OG0004138	-	GO593_12800			HKO16_05760			
N0.HOG0004209	OG0004139	-	GO593_12805			HKO16_05765			
N0.HOG0004210	OG0004140	-	GO593_12810			HKO16_05770			
N0.HOG0004211	OG0004141	-	GO593_12815			HKO16_05775			
N0.HOG0004212	OG0004142	-	GO593_12820			HKO16_05780			
N0.HOG0004213	OG0004143	-	GO593_12825			HKO16_05785			
N0.HOG0004214	OG0004144	-	GO593_12830			HKO16_05790			
N0.HOG0004215	OG0004145	-	GO593_12835			HKO16_05795			
N0.HOG0004216	OG0004146	-	GO593_12850			HKO16_05810			
N0.HOG0004217	OG0004147	-	GO593_13000			HKO16_05195			
N0.HOG0004218	OG0004148	-	GO593_13260		ABUW_2652				
N0.HOG0004219	OG0004149	-	GO593_13360	IX87_01485					
N0.HOG0004220	OG0004150	-	GO593_13370	IX87_01470					
N0.HOG0004221	OG0004151	-	GO593_13500		ABUW_1439				
N0.HOG0004222	OG0004152	-	GO593_13715			HKO16_06385			
N0.HOG0004223	OG0004153	-	GO593_13770, GO593_16905						
N0.HOG0004224	OG0004154	-	GO593_14195		ABUW_2505				
N0.HOG0004225	OG0004155	-	GO593_14245		ABUW_2495				
N0.HOG0004226	OG0004156	-	GO593_14355		ABUW_2473				
N0.HOG0004227	OG0004157	-	GO593_14590			HKO16_07075			
N0.HOG0004228	OG0004158	-	GO593_14620			HKO16_07105			
N0.HOG0004229	OG0004159	-	GO593_15635			HKO16_08335			
N0.HOG0004230	OG0004160	-	GO593_16300			HKO16_09040			
N0.HOG0004231	OG0004161	-	GO593_16515		ABUW_2051				
N0.HOG0004232	OG0004162	-	GO593_16520			HKO16_09110			
N0.HOG0004233	OG0004163	-	GO593_16575		ABUW_3193				
N0.HOG0004234	OG0004164	-	GO593_16585		ABUW_1963				
N0.HOG0004235	OG0004165	-	GO593_16595		ABUW_1958				
N0.HOG0004236	OG0004166	-	GO593_16600		ABUW_1983				
N0.HOG0004237	OG0004167	-	GO593_16680			HKO16_19200			
N0.HOG0004238	OG0004168	-	GO593_16780	IX87_20385					
N0.HOG0004239	OG0004169	-	GO593_16895, GO593_16900						
N0.HOG0004240	OG0004170	-	GO593_17755			HKO16_10335			
N0.HOG0004241	OG0004171	-	GO593_18765		ABUW_1517				
N0.HOG0004242	OG0004172	-	GO593_18770		ABUW_1516				
N0.HOG0004243	OG0004173	-	GO593_18800		ABUW_1511				
N0.HOG0004244	OG0004174	-	GO593_18830		ABUW_1505				
N0.HOG0004245	OG0004175	-	GO593_18870			HKO16_11740			
N0.HOG0004246	OG0004176	-	GO593_18875			HKO16_11745			
N0.HOG0004247	OG0004177	-	GO593_18990			HKO16_19195			
N0.HOG0004248	OG0004178	-		IX87_00160	ABUW_0759				
N0.HOG0004249	OG0004179	-		IX87_00170	ABUW_1416				
N0.HOG0004250	OG0004180	-		IX87_00175	ABUW_1415				
N0.HOG0004251	OG0004181	-		IX87_06065, IX87_00195					
N0.HOG0004252	OG0004182	-		IX87_00435		HKO16_04890			
N0.HOG0004253	OG0004183	-		IX87_00960	ABUW_2982				
N0.HOG0004254	OG0004184	-		IX87_00965	ABUW_2983				
N0.HOG0004255	OG0004185	-		IX87_00970	ABUW_2984				
N0.HOG0004256	OG0004186	-		IX87_01010				b4350	
N0.HOG0004257	OG0004187	-		IX87_01130		HKO16_09170			
N0.HOG0004258	OG0004188	-		IX87_01265, IX87_01270					
N0.HOG0004259	OG0004189	-		IX87_18770, IX87_01990					
N0.HOG0004260	OG0004190	-		IX87_02005, IX87_18745					
N0.HOG0004261	OG0004191	-		IX87_18715, IX87_02035					
N0.HOG0004262	OG0004192	-		IX87_18700, IX87_02050					
N0.HOG0004263	OG0004193	-		IX87_18695, IX87_02055					
N0.HOG0004264	OG0004194	-		IX87_02075, IX87_18675					
N0.HOG0004265	OG0004195	-		IX87_02080, IX87_18670					
N0.HOG0004266	OG0004196	-		IX87_02085, IX87_18665					
N0.HOG0004267	OG0004197	-		IX87_02090		HKO16_08165			
N0.HOG0004268	OG0004198	-		IX87_18635, IX87_02120					
N0.HOG0004269	OG0004199	-		IX87_04995, IX87_02130					
N0.HOG0004270	OG0004200	-		IX87_02140		HKO16_08105			
N0.HOG0004271	OG0004201	-		IX87_02170, IX87_18585					
N0.HOG0004272	OG0004202	-		IX87_02185, IX87_18570					
N0.HOG0004273	OG0004203	-		IX87_02205		HKO16_08040			
N0.HOG0004274	OG0004204	-		IX87_04075	ABUW_2601				
N0.HOG0004275	OG0004205	-		IX87_04565					PA5325
N0.HOG0004276	OG0004206	-		IX87_08310, IX87_04915					
N0.HOG0004277	OG0004207	-		IX87_05005		HKO16_05655			
N0.HOG0004278	OG0004208	-		IX87_05010		HKO16_05650			
N0.HOG0004279	OG0004209	-		IX87_05025, IX87_08415					
N0.HOG0004280	OG0004210	-		IX87_05045	ABUW_1266				
N0.HOG0004281	OG0004211	-		IX87_05360, IX87_05330					
N0.HOG0004282	OG0004212	-		IX87_05485	ABUW_2810				
N0.HOG0004283	OG0004213	-		IX87_05490	ABUW_2811				
N0.HOG0004284	OG0004214	-		IX87_05500	ABUW_2812				
N0.HOG0004285	OG0004215	-		IX87_05520	ABUW_2815				
N0.HOG0004286	OG0004216	-		IX87_05560					PA4384
N0.HOG0004287	OG0004217	-		IX87_05880	ABUW_1313				
N0.HOG0004288	OG0004218	-		IX87_05885	ABUW_1312				
N0.HOG0004289	OG0004219	-		IX87_08350, IX87_06005					
N0.HOG0004290	OG0004220	-		IX87_08360, IX87_06015					
N0.HOG0004291	OG0004221	-		IX87_06125		HKO16_10860			
N0.HOG0004292	OG0004222	-		IX87_07725	ABUW_1428				
N0.HOG0004293	OG0004223	-		IX87_07775, IX87_10540					
N0.HOG0004294	OG0004224	-		IX87_07820, IX87_10585					
N0.HOG0004295	OG0004225	-		IX87_07835	ABUW_1402				
N0.HOG0004296	OG0004226	-		IX87_07880	ABUW_1392				
N0.HOG0004297	OG0004227	-		IX87_07885	ABUW_1391				
N0.HOG0004298	OG0004228	-		IX87_07890	ABUW_1255				
N0.HOG0004299	OG0004229	-		IX87_07900	ABUW_0737				
N0.HOG0004300	OG0004230	-		IX87_08015	ABUW_1230				
N0.HOG0004301	OG0004231	-		IX87_08190	ABUW_0803				
N0.HOG0004302	OG0004232	-		IX87_08205	ABUW_0800				
N0.HOG0004303	OG0004233	-		IX87_08215	ABUW_0798				
N0.HOG0004304	OG0004234	-		IX87_08470	ABUW_0745				
N0.HOG0004305	OG0004235	-		IX87_08510	ABUW_0735				
N0.HOG0004306	OG0004236	-		IX87_09410	ABUW_1004				
N0.HOG0004307	OG0004237	-		IX87_09735		HKO16_13955			
N0.HOG0004308	OG0004238	-		IX87_09740		HKO16_13960			
N0.HOG0004309	OG0004239	-		IX87_09765					PA1728
N0.HOG0004310	OG0004240	-		IX87_09770		HKO16_13995			
N0.HOG0004311	OG0004241	-		IX87_09775		HKO16_14000			
N0.HOG0004312	OG0004242	-		IX87_10625	ABUW_1259				
N0.HOG0004313	OG0004243	-		IX87_10630	ABUW_0739				
N0.HOG0004314	OG0004244	-		IX87_10635	ABUW_0738				
N0.HOG0004315	OG0004245	-		IX87_10660	ABUW_0733				
N0.HOG0004316	OG0004246	-		IX87_12340		HKO16_05250			
N0.HOG0004317	OG0004247	-		IX87_12750	ABUW_4052				
N0.HOG0004318	OG0004248	-		IX87_13080		HKO16_17055			
N0.HOG0004319	OG0004249	-		IX87_13195	ABUW_4059				
N0.HOG0004320	OG0004250	-		IX87_13220	ABUW_4039				
N0.HOG0004321	OG0004251	-		IX87_13270		HKO16_18570			
N0.HOG0004322	OG0004252	-		IX87_13345					PA1915
N0.HOG0004323	OG0004253	-		IX87_13740					PA0715
N0.HOG0004324	OG0004254	-		IX87_14510	ABUW_3896				
N0.HOG0004325	OG0004255	-		IX87_14610	ABUW_3877				
N0.HOG0004326	OG0004256	-		IX87_17950		HKO16_03495			
N0.HOG0004327	OG0004257	-		IX87_18575		HKO16_08065			
N0.HOG0004328	OG0004258	-		IX87_18610		HKO16_08090			
N0.HOG0004329	OG0004259	-		IX87_18640		HKO16_08130			
N0.HOG0004330	OG0004260	-		IX87_18655		HKO16_08155			
N0.HOG0004331	OG0004261	-		IX87_19735	ABUW_3661				
N0.HOG0004332	OG0004262	-		IX87_19895, IX87_19845					
N0.HOG0004333	OG0004263	-		IX87_19950, IX87_19990					
N0.HOG0004334	OG0004264	-		IX87_19955					PA2251
N0.HOG0004335	OG0004265	-		IX87_19985					PA2265
N0.HOG0004336	OG0004266	-		IX87_20025, IX87_20085					
N0.HOG0004337	OG0004267	-		IX87_20035, IX87_20080					
N0.HOG0004338	OG0004268	-		IX87_20090					PA1255
N0.HOG0004339	OG0004269	-		IX87_20115	ABUW_1981				
N0.HOG0004340	OG0004270	-		IX87_20120	ABUW_1980				
N0.HOG0004341	OG0004271	-		IX87_20125	ABUW_1979				
N0.HOG0004342	OG0004272	-		IX87_20470					PA4125
N0.HOG0004343	OG0004273	-		IX87_20475					PA4124
N0.HOG0004344	OG0004274	-		IX87_20480					PA4123
N0.HOG0004345	OG0004275	-		IX87_20485					PA4122
N0.HOG0004346	OG0004276	-		IX87_20490					PA4121
N0.HOG0004347	OG0004277	-		IX87_21120		HKO16_10055			
N0.HOG0004348	OG0004278	-			ABUW_0121	HKO16_17715			
N0.HOG0004349	OG0004279	-			ABUW_0224	HKO16_17185			
N0.HOG0004350	OG0004280	-			ABUW_4019, ABUW_0540				
N0.HOG0004351	OG0004281	-			ABUW_0550	HKO16_15330			
N0.HOG0004352	OG0004282	-			ABUW_0557				PA0628
N0.HOG0004353	OG0004283	-			ABUW_0558				PA0626
N0.HOG0004354	OG0004284	-			ABUW_0566				PA0623
N0.HOG0004355	OG0004285	-			ABUW_0567				PA0622
N0.HOG0004356	OG0004286	-			ABUW_0569				PA0619
N0.HOG0004357	OG0004287	-			ABUW_0570				PA0618
N0.HOG0004358	OG0004288	-			ABUW_0571				PA0617
N0.HOG0004359	OG0004289	-			ABUW_0577				PA0908
N0.HOG0004360	OG0004290	-			ABUW_0594	HKO16_15280			
N0.HOG0004361	OG0004291	-			ABUW_0596	HKO16_15270			
N0.HOG0004362	OG0004292	-			ABUW_0685				PA1771
N0.HOG0004363	OG0004293	-			ABUW_0741, ABUW_1394				
N0.HOG0004364	OG0004294	-			ABUW_0750, ABUW_1269				
N0.HOG0004365	OG0004295	-			ABUW_0755, ABUW_1409				
N0.HOG0004366	OG0004296	-			ABUW_2819, ABUW_0937				
N0.HOG0004367	OG0004297	-			ABUW_0970	HKO16_13805			
N0.HOG0004368	OG0004298	-			ABUW_1148, ABUW_1147				
N0.HOG0004369	OG0004299	-			ABUW_1152				PA4186
N0.HOG0004370	OG0004300	-			ABUW_1164	HKO16_12700			
N0.HOG0004371	OG0004301	-			ABUW_3800, ABUW_1385				
N0.HOG0004372	OG0004302	-			ABUW_1486	HKO16_11795			
N0.HOG0004373	OG0004303	-			ABUW_1665	HKO16_11030			
N0.HOG0004374	OG0004304	-			ABUW_1870	HKO16_09670			
N0.HOG0004375	OG0004305	-			ABUW_1903				PA2415
N0.HOG0004376	OG0004306	-			ABUW_1913	HKO16_09485			
N0.HOG0004377	OG0004307	-			ABUW_1915	HKO16_09480			
N0.HOG0004378	OG0004308	-			ABUW_1916	HKO16_09475			
N0.HOG0004379	OG0004309	-			ABUW_1917	HKO16_09470			
N0.HOG0004380	OG0004310	-			ABUW_1919	HKO16_09450			
N0.HOG0004381	OG0004311	-			ABUW_1971	HKO16_09135			
N0.HOG0004382	OG0004312	-			ABUW_4122, ABUW_1994				
N0.HOG0004383	OG0004313	-			ABUW_2321, ABUW_2553				
N0.HOG0004384	OG0004314	-			ABUW_2795	HKO16_05335			
N0.HOG0004385	OG0004315	-			ABUW_3005				PA0574
N0.HOG0004386	OG0004316	-			ABUW_3162	HKO16_03640			
N0.HOG0004387	OG0004317	-			ABUW_3202	HKO16_03460			
N0.HOG0004388	OG0004318	-			ABUW_3322	HKO16_15540			
N0.HOG0004389	OG0004319	-			ABUW_3327	HKO16_15570			
N0.HOG0004390	OG0004320	-			ABUW_3329	HKO16_15580			
N0.HOG0004391	OG0004321	-			ABUW_3333	HKO16_15595			
N0.HOG0004392	OG0004322	-			ABUW_3334	HKO16_15600			
N0.HOG0004393	OG0004323	-			ABUW_3336	HKO16_15610			
N0.HOG0004394	OG0004324	-			ABUW_3339	HKO16_15655			
N0.HOG0004395	OG0004325	-			ABUW_3503	HKO16_01945			
N0.HOG0004396	OG0004326	-			ABUW_3673				PA5393
N0.HOG0004397	OG0004327	-			ABUW_4012	HKO16_00710			
N0.HOG0004398	OG0004328	-			ABUW_4036	HKO16_00630			
N0.HOG0004399	OG0004329	-			ABUW_4064, ABUW_4045				
N0.HOG0004400	OG0004330	-			ABUW_5006	HKO16_19265			
N0.HOG0004401	OG0004331	-			ABUW_5007	HKO16_19270			
N0.HOG0004402	OG0004332	-			ABUW_5010	HKO16_12085			
N0.HOG0004403	OG0004333	-			ABUW_5011	HKO16_19285			
N0.HOG0004404	OG0004334	-				HKO16_00810, HKO16_00805			
N0.HOG0004405	OG0004335	-				HKO16_00970, HKO16_00905			
N0.HOG0004406	OG0004336	-				HKO16_17940, HKO16_01145			
N0.HOG0004407	OG0004337	-				HKO16_17935, HKO16_01150			
N0.HOG0004408	OG0004338	-				HKO16_01155, HKO16_17930			
N0.HOG0004409	OG0004339	-				HKO16_05200, HKO16_05190			
N0.HOG0004410	OG0004340	-				HKO16_05220			PA5084
N0.HOG0004411	OG0004341	-				HKO16_06815		b0258	
N0.HOG0004412	OG0004342	-				HKO16_09575			PA3469
N0.HOG0004413	OG0004343	-				HKO16_12765			PA2419
N0.HOG0004414	OG0004344	-				HKO16_13530			PA4142
N0.HOG0004415	OG0004345	-				HKO16_13535			PA4143
N0.HOG0004416	OG0004346	-				HKO16_13580			PA4519
N0.HOG0004417	OG0004347	-					BW25113_0001	b0001	
N0.HOG0004418	OG0004348	-					BW25113_0003	b0003	
N0.HOG0004419	OG0004349	-					BW25113_0005	b0005	
N0.HOG0004420	OG0004350	-					BW25113_0009	b0009	
N0.HOG0004421	OG0004351	-					BW25113_0010	b0010	
N0.HOG0004422	OG0004352	-					BW25113_0011	b0011	
N0.HOG0004423	OG0004353	-					BW25113_0013	b0013	
N0.HOG0004424	OG0004354	-					BW25113_0018	b0018	
N0.HOG0004425	OG0004355	-					BW25113_0019	b0019	
N0.HOG0004426	OG0004356	-					BW25113_0020	b0020	
N0.HOG0004427	OG0004357	-					BW25113_0024	b0024	
N0.HOG0004428	OG0004358	-					BW25113_0030	b0030	
N0.HOG0004429	OG0004359	-					BW25113_0034	b0034	
N0.HOG0004430	OG0004360	-					BW25113_0035	b0035	
N0.HOG0004431	OG0004361	-					BW25113_0036	b0036	
N0.HOG0004432	OG0004362	-					BW25113_0037	b0037	
N0.HOG0004433	OG0004363	-					BW25113_0038	b0038	
N0.HOG0004434	OG0004364	-					BW25113_0040	b0040	
N0.HOG0004435	OG0004365	-					BW25113_0044	b0044	
N0.HOG0004436	OG0004366	-					BW25113_0047	b0047	
N0.HOG0004437	OG0004367	-					BW25113_0064	b0064	
N0.HOG0004438	OG0004368	-					BW25113_0066	b0066	
N0.HOG0004439	OG0004369	-					BW25113_0067	b0067	
N0.HOG0004440	OG0004370	-					BW25113_0069	b0069	
N0.HOG0004441	OG0004371	-					BW25113_0070	b0070	
N0.HOG0004442	OG0004372	-					BW25113_0075	b0075	
N0.HOG0004443	OG0004373	-					BW25113_0083	b0083	
N0.HOG0004444	OG0004374	-					BW25113_0097	b0097	
N0.HOG0004445	OG0004375	-					BW25113_0102	b0102	
N0.HOG0004446	OG0004376	-					BW25113_0104	b0104	
N0.HOG0004447	OG0004377	-					BW25113_0106	b0106	
N0.HOG0004448	OG0004378	-					BW25113_0107	b0107	
N0.HOG0004449	OG0004379	-					BW25113_0117	b0117	
N0.HOG0004450	OG0004380	-					BW25113_0119	b0119	
N0.HOG0004451	OG0004381	-					BW25113_0122	b0122	
N0.HOG0004452	OG0004382	-					BW25113_0129	b0129	
N0.HOG0004453	OG0004383	-					BW25113_0132	b0132	
N0.HOG0004454	OG0004384	-					BW25113_0135	b0135	
N0.HOG0004455	OG0004385	-					BW25113_0136	b0136	
N0.HOG0004456	OG0004386	-					BW25113_0137	b0137	
N0.HOG0004457	OG0004387	-					BW25113_0138	b0138	
N0.HOG0004458	OG0004388	-					BW25113_0141	b0141	
N0.HOG0004459	OG0004389	-					BW25113_0152	b0152	
N0.HOG0004460	OG0004390	-					BW25113_0153	b0153	
N0.HOG0004461	OG0004391	-					BW25113_0155	b0155	
N0.HOG0004462	OG0004392	-					BW25113_0157	b0157	
N0.HOG0004463	OG0004393	-					BW25113_0163	b0163	
N0.HOG0004464	OG0004394	-					BW25113_0178	b0178	
N0.HOG0004465	OG0004395	-					BW25113_0187	b0187	
N0.HOG0004466	OG0004396	-					BW25113_0193	b0193	
N0.HOG0004467	OG0004397	-					BW25113_0196	b0196	
N0.HOG0004468	OG0004398	-					BW25113_0209	b0209	
N0.HOG0004469	OG0004399	-					BW25113_0217	b0217	
N0.HOG0004470	OG0004400	-					BW25113_0222	b0222	
N0.HOG0004471	OG0004401	-					BW25113_0225	b0225	
N0.HOG0004472	OG0004402	-					BW25113_0226	b0226	
N0.HOG0004473	OG0004403	-					BW25113_0227	b0227	
N0.HOG0004474	OG0004404	-					BW25113_0233	b0233	
N0.HOG0004475	OG0004405	-					BW25113_0234	b0234	
N0.HOG0004476	OG0004406	-					BW25113_0238	b0238	
N0.HOG0004477	OG0004407	-					BW25113_0239	b0239	
N0.HOG0004478	OG0004408	-					BW25113_0241	b0241	
N0.HOG0004479	OG0004409	-					BW25113_0245	b0245	
N0.HOG0004480	OG0004410	-					BW25113_0246	b0246	
N0.HOG0004481	OG0004411	-					BW25113_0248	b0248	
N0.HOG0004482	OG0004412	-					BW25113_0249	b0249	
N0.HOG0004483	OG0004413	-					BW25113_0250	b0250	
N0.HOG0004484	OG0004414	-					BW25113_0262	b0262	
N0.HOG0004485	OG0004415	-					BW25113_0267	b0267	
N0.HOG0004486	OG0004416	-					BW25113_0270	b0270	
N0.HOG0004487	OG0004417	-					BW25113_0271	b0271	
N0.HOG0004488	OG0004418	-					BW25113_0277	b0277	
